,UNITID,NAME,CITY,STATE,ZIP,REGION,LOCALE,COSTT4_A,NPT4_PRIV,DEBT_MDN,FAMINC,ADM_RATE,SAT_AVG,UGDS,RET_FT4_POOLED,UGDS_WHITE,COST_CATEGORY
677,194578,Pratt Institute-Main,Brooklyn,NY,11205,2,11.0,65249.0,45559.0,23000.0,96060.064151,0.507,1213.0,3591.0,0.8781,0.3832,Higher cost
678,194657,Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,11230,2,11.0,19450.0,4323.0,,36798.592593,1.0,,174.0,0.9532,0.9655,Lower cost
679,194666,Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,11219,2,11.0,14648.0,4385.0,,27017.12963,,,359.0,0.9916,1.0,Lower cost
680,194693,Rabbinical College Beth Shraga,Monsey,NY,10952-3033,2,21.0,22650.0,10350.0,,44177.5625,1.0,,47.0,0.6857,1.0,Middle cost
681,194736,Rabbinical College of Long Island,Long Beach,NY,11561,2,21.0,17700.0,9812.0,,45334.730769,0.9778,,156.0,0.9024,0.9872,Lower cost
682,194763,Rabbinical Seminary of America,Flushing,NY,11367,2,11.0,19100.0,6044.0,,41886.473684,0.9873,,267.0,0.1534,1.0,Lower cost
683,194824,Rensselaer Polytechnic Institute,Troy,NY,12180-3590,2,13.0,70132.0,36159.0,22258.0,112386.82308,0.4299,1415.0,6590.0,0.9225,0.5058,Higher cost
684,194958,Roberts Wesleyan College,Rochester,NY,14624,2,21.0,43338.0,23721.0,19000.0,63759.668235,0.6461,1129.0,1329.0,0.8,0.7276,Middle cost
685,195003,Rochester Institute of Technology,Rochester,NY,14623-5603,2,21.0,54334.0,30068.0,23250.0,85809.699344,0.6602,1319.0,12886.0,0.8965,0.6557,Middle cost
686,195030,University of Rochester,Rochester,NY,14627-0011,2,12.0,70108.0,29373.0,19000.0,83523.667054,0.2942,1422.0,6348.0,0.9607,0.422,Higher cost
687,195128,Russell Sage College,Troy,NY,12180,2,13.0,43963.0,20706.0,19000.0,58552.449809,0.933,,1438.0,0.7832,0.6099,Middle cost
688,195164,St Bonaventure University,Saint Bonaventure,NY,14778-9800,2,33.0,47137.0,23099.0,21648.0,92308.03207,0.7284,1158.0,1730.0,0.8496,0.7225,Middle cost
689,195173,St Francis College,Brooklyn Heights,NY,11201-4305,2,11.0,31950.0,26266.0,17500.0,50402.392755,0.7664,,2315.0,0.7524,0.3607,Middle cost
690,195216,St Lawrence University,Canton,NY,13617,2,33.0,68281.0,27494.0,23343.0,110157.27202,0.4607,1292.0,2406.0,0.9016,0.7851,Higher cost
691,195234,The College of Saint Rose,Albany,NY,12203-1490,2,13.0,46940.0,22209.0,18650.0,67107.801109,0.8739,,2469.0,0.7486,0.5496,Middle cost
692,195243,St. Thomas Aquinas College,Sparkill,NY,10976-1050,2,21.0,44736.0,20827.0,17500.0,84881.142322,0.76,1028.0,1180.0,0.774,0.5,Middle cost
693,195289,Samaritan Hospital School of Nursing,Troy,NY,12065,2,13.0,20349.0,19788.0,12365.0,47815.768657,1.0,,130.0,,0.8769,Middle cost
694,195304,Sarah Lawrence College,Bronxville,NY,10708,2,21.0,70266.0,37322.0,15000.0,101884.36516,0.5585,1343.0,1369.0,0.8104,0.5435,Higher cost
695,195438,Sh'or Yoshuv Rabbinical College,Lawrence,NY,11559-1714,2,21.0,17460.0,5570.0,,19207.818182,0.6667,,138.0,0.5589,0.9493,Lower cost
696,195474,Siena College,Loudonville,NY,12211-1462,2,21.0,53855.0,27470.0,22008.0,100045.45732,0.8014,,3135.0,0.879,0.7809,Middle cost
697,195526,Skidmore College,Saratoga Springs,NY,12866,2,23.0,69450.0,27433.0,19350.0,116127.51471,0.2693,1325.0,2598.0,0.9215,0.6224,Higher cost
698,195544,St. Joseph's College-New York,Brooklyn,NY,11205-3688,2,11.0,33330.0,16769.0,17708.0,68197.111323,0.6977,1109.0,937.0,0.8055,0.3565,Middle cost
699,195562,St. Joseph's College-Long Island,Patchogue,NY,11772,2,21.0,33084.0,19226.0,17708.0,,0.7667,1119.0,3120.0,0.802,0.6462,Middle cost
700,195702,Saint Elizabeth College of Nursing,Utica,NY,13501,2,13.0,25600.0,22125.0,12000.0,56315.151685,0.0,,197.0,,0.8782,Middle cost
701,195720,Saint John Fisher College,Rochester,NY,14618-3597,2,21.0,46635.0,27299.0,19500.0,87625.636806,0.6445,1171.0,2728.0,0.8561,0.8471,Middle cost
702,195809,St John's University-New York,Queens,NY,11439,2,11.0,52721.0,25792.0,19449.0,73769.201235,0.7306,1181.0,11907.0,0.8367,0.4072,Middle cost
703,196413,Syracuse University,Syracuse,NY,13244,2,12.0,65295.0,34472.0,24526.0,106971.90739,0.4986,1284.0,14759.0,0.9056,0.5672,Higher cost
704,196431,Talmudical Seminary Oholei Torah,Brooklyn,NY,11213,2,11.0,21614.0,11393.0,,36058.909605,0.9429,,310.0,0.7432,0.9032,Middle cost
705,196440,Talmudical Institute of Upstate New York,Rochester,NY,14607-3046,2,12.0,11600.0,1937.0,,,,,6.0,0.6667,1.0,Lower cost
706,196583,Torah Temimah Talmudical Seminary,Brooklyn,NY,11218,2,11.0,17230.0,12094.0,,32471.588235,0.8,,21.0,0.1351,0.9524,Lower cost
707,196592,Touro College,New York,NY,10018,2,11.0,30356.0,18520.0,12500.0,37056.03667,0.7054,,5243.0,0.798,0.6008,Middle cost
708,196653,Trocaire College,Buffalo,NY,14220-2094,2,11.0,22903.0,13770.0,15720.0,41983.845511,,,1213.0,,0.6439,Middle cost
709,196866,Union College,Schenectady,NY,12308-2311,2,13.0,68452.0,35005.0,23739.0,131128.23661,0.3868,,2180.0,0.9327,0.7046,Higher cost
710,197018,United Talmudical Seminary,Brooklyn,NY,11211,2,11.0,19009.0,5290.0,,20987.421569,,,1988.0,0.9127,0.9527,Lower cost
711,197045,Utica College,Utica,NY,13502-4892,2,13.0,32202.0,23251.0,16750.0,63337.983607,0.8442,,3602.0,0.7332,0.6868,Middle cost
712,197133,Vassar College,Poughkeepsie,NY,12604,2,21.0,70900.0,27808.0,17791.0,94583.09863,0.2458,1442.0,2436.0,0.9571,0.5612,Higher cost
713,197142,Villa Maria College,Buffalo,NY,14225-3999,2,13.0,27311.0,9695.0,12000.0,36259.983607,0.7463,,538.0,0.6215,0.5446,Middle cost
714,197197,Wagner College,Staten Island,NY,10301-4495,2,11.0,57480.0,29417.0,21500.0,93578.997392,0.6981,,1752.0,0.7871,0.6233,Higher cost
715,197221,Webb Institute,Glen Cove,NY,11542-1398,2,21.0,69075.0,18816.0,19500.0,135141.5625,0.3333,1476.0,104.0,0.963,0.8077,Higher cost
716,197230,Wells College,Aurora,NY,13026-0500,2,42.0,54710.0,19878.0,19500.0,63793.900929,0.7871,1138.0,463.0,0.7026,0.581,Middle cost
717,197531,Word of Life Bible Institute,Pottersville,NY,12860-0129,2,42.0,18637.0,11746.0,5500.0,54822.617496,,,497.0,,0.7123,Lower cost
718,197601,Yeshiva Karlin Stolin,Brooklyn,NY,11204-1545,2,11.0,17677.0,8278.0,,16853.623188,0.9574,,147.0,0.5278,1.0,Lower cost
719,197647,Yeshiva Derech Chaim,Brooklyn,NY,11218-0000,2,11.0,18400.0,8447.0,,20867.304348,0.4861,,88.0,0.7576,0.8182,Lower cost
720,197674,Yeshiva of Nitra Rabbinical College,Mount Kisco,NY,10549,2,21.0,16300.0,5299.0,,24155.222222,,,194.0,0.8148,0.9433,Lower cost
721,197692,Yeshiva Shaar Hatorah,Kew Gardens,NY,11418,2,11.0,17855.0,5220.0,,,0.8056,,69.0,0.9375,1.0,Lower cost
722,197708,Yeshiva University,New York,NY,10033-3299,2,11.0,60525.0,36414.0,14000.0,101103.72308,0.6028,1259.0,2682.0,0.8834,0.9348,Higher cost
723,197735,Yeshivath Viznitz,Monsey,NY,10952,2,21.0,18703.0,7395.0,,18651.939086,0.9909,,492.0,0.9355,1.0,Lower cost
724,197744,Yeshivath Zichron Moshe,South Fallsburg,NY,12779,2,32.0,20600.0,14480.0,,37879.4,0.48,,178.0,0.8293,0.8933,Middle cost
725,197911,Barton College,Wilson,NC,27893-7000,5,31.0,44193.0,23240.0,16146.0,52626.361983,0.3962,1032.0,965.0,0.669,0.5679,Middle cost
726,197984,Belmont Abbey College,Belmont,NC,28012-1802,5,22.0,32045.0,22101.0,15250.0,73946.762861,0.7978,1081.0,1505.0,0.6526,0.5774,Middle cost
727,197993,Bennett College,Greensboro,NC,27401-3239,5,11.0,32758.0,18772.0,9500.0,35166.730104,0.9634,911.0,469.0,0.4965,0.0043,Middle cost
728,198066,Brevard College,Brevard,NC,28712,5,31.0,41609.0,21716.0,11000.0,56446.585624,0.4609,,698.0,0.5464,0.6777,Middle cost
729,198109,Cabarrus College of Health Sciences,Concord,NC,28025-3959,5,13.0,23877.0,17356.0,15250.0,60809.319231,0.4107,1083.0,396.0,,0.8333,Middle cost
730,198136,Campbell University,Buies Creek,NC,27506,5,31.0,47083.0,21434.0,15750.0,57629.504474,0.763,1120.0,4199.0,0.7301,0.587,Middle cost
731,198215,Catawba College,Salisbury,NC,28144,5,22.0,43101.0,18569.0,16750.0,62351.511921,0.5162,1055.0,1283.0,0.7739,0.6228,Middle cost
732,198303,Chowan University,Murfreesboro,NC,27855,5,32.0,35629.0,17395.0,12000.0,35279.884927,0.5929,903.0,1394.0,0.5048,0.1844,Middle cost
733,198385,Davidson College,Davidson,NC,28035,5,21.0,66678.0,22109.0,17250.0,103687.44699,0.195,1392.0,1839.0,0.9525,0.6716,Higher cost
734,198419,Duke University,Durham,NC,27708,5,11.0,72466.0,23442.0,12000.0,95583.184193,0.0891,1516.0,6596.0,0.9752,0.4247,Higher cost
735,198516,Elon University,Elon,NC,27244-2010,5,22.0,49493.0,35160.0,19500.0,142286.66811,0.7214,1265.0,6196.0,0.8963,0.7952,Middle cost
736,198561,Gardner-Webb University,Boiling Springs,NC,28017-0997,5,32.0,43652.0,19815.0,17750.0,51586.474379,0.4814,1080.0,2010.0,0.7358,0.6522,Middle cost
737,198598,Greensboro College,Greensboro,NC,27401-1875,5,11.0,41128.0,21106.0,13000.0,53884.115824,0.4446,1021.0,755.0,0.7394,0.5351,Middle cost
738,198613,Guilford College,Greensboro,NC,27410-4108,5,11.0,50619.0,23758.0,16000.0,58116.868106,0.6447,,1414.0,0.6671,0.5573,Middle cost
739,198677,Heritage Bible College,Dunn,NC,28334,5,41.0,15378.0,9386.0,,44701.37931,,,32.0,0.7143,0.625,Lower cost
740,198695,High Point University,High Point,NC,27268,5,12.0,50740.0,38877.0,19500.0,140274.14067,0.7695,1184.0,4498.0,0.8028,0.7777,Middle cost
741,198756,Johnson C Smith University,Charlotte,NC,28216-5398,5,11.0,32065.0,20019.0,18750.0,37459.703743,0.4583,897.0,1480.0,0.6923,0.0142,Middle cost
742,198808,Lees-McRae College,Banner Elk,NC,28604,5,42.0,42130.0,21232.0,13100.0,53939.15832,0.5718,,952.0,0.6557,0.7248,Middle cost
743,198835,Lenoir-Rhyne University,Hickory,NC,28601,5,13.0,49198.0,19976.0,16596.0,58809.533917,0.7389,1070.0,1699.0,0.7077,0.6757,Middle cost
744,198862,Livingstone College,Salisbury,NC,28144,5,22.0,27595.0,17222.0,14250.0,28020.190863,0.4164,855.0,1148.0,0.455,0.0157,Middle cost
745,198871,Louisburg College,Louisburg,NC,27549-2399,5,31.0,31734.0,24619.0,8799.0,41275.064442,0.8638,891.0,594.0,,0.1684,Middle cost
746,198899,Mars Hill University,Mars Hill,NC,28754,5,21.0,43531.0,16053.0,15000.0,54113.567033,0.5737,1020.0,1130.0,0.6091,0.5947,Middle cost
747,198950,Meredith College,Raleigh,NC,27607-5298,5,11.0,47430.0,24366.0,20000.0,72792.032452,0.6257,1117.0,1563.0,0.8002,0.6903,Middle cost
748,198969,Methodist University,Fayetteville,NC,28311-1420,5,12.0,53305.0,31430.0,12000.0,54421.549249,0.5469,1060.0,1759.0,0.5515,0.4201,Middle cost
749,199032,Montreat College,Montreat,NC,28757-1267,5,21.0,38034.0,21275.0,14750.0,57605.888651,0.5521,1060.0,714.0,0.6065,0.6359,Middle cost
750,199069,University of Mount Olive,Mount Olive,NC,28365-0919,5,31.0,29746.0,16136.0,19466.0,42440.831207,0.5296,1019.0,2853.0,0.6733,0.5258,Middle cost
751,199209,North Carolina Wesleyan College,Rocky Mount,NC,27804,5,13.0,41924.0,15723.0,15695.0,36678.516513,0.6279,980.0,1999.0,0.6229,0.2926,Middle cost
752,199272,William Peace University,Raleigh,NC,27604-1194,5,11.0,43327.0,24016.0,15750.0,49342.133111,0.5713,1042.0,881.0,0.6265,0.4677,Middle cost
753,199306,Pfeiffer University,Misenheimer,NC,28109-0960,5,42.0,42382.0,24556.0,12500.0,51263.480808,0.6453,1025.0,900.0,0.6264,0.5856,Middle cost
754,199412,Queens University of Charlotte,Charlotte,NC,28274-0001,5,11.0,48369.0,21270.0,18896.0,79356.57265,0.7854,1142.0,1695.0,0.8064,0.574,Middle cost
755,199458,Mid-Atlantic Christian University,Elizabeth City,NC,27909-4054,5,32.0,28262.0,16696.0,9500.0,51966.963235,0.4412,962.0,196.0,0.6404,0.5663,Middle cost
756,199582,Saint Augustine's University,Raleigh,NC,27610-2298,5,11.0,32156.0,25403.0,12000.0,30328.022849,0.6341,855.0,767.0,0.4453,0.0156,Middle cost
757,199607,Salem College,Winston-Salem,NC,27101,5,12.0,45077.0,17576.0,21244.0,48672.428862,0.3947,1183.0,674.0,0.739,0.5623,Middle cost
758,199643,Shaw University,Raleigh,NC,27601,5,11.0,29395.0,18463.0,14250.0,28163.288267,0.5236,,1302.0,0.45,0.0146,Middle cost
759,199698,St. Andrews University,Laurinburg,NC,28352,5,32.0,43770.0,25115.0,9500.0,52800.315789,0.4068,987.0,634.0,0.4501,0.3691,Middle cost
760,199847,Wake Forest University,Winston-Salem,NC,27106,5,12.0,69090.0,32129.0,18750.0,129394.4158,0.294,,5225.0,0.9495,0.6913,Higher cost
761,199865,Warren Wilson College,Swannanoa,NC,28778-2099,5,21.0,49588.0,26017.0,13750.0,62639.487261,0.8559,1206.0,635.0,0.6344,0.7606,Middle cost
762,199962,Wingate University,Wingate,NC,28174-0159,5,21.0,45165.0,19036.0,12000.0,67390.666667,0.8479,1079.0,2721.0,0.6728,0.5744,Middle cost
763,200156,University of Jamestown,Jamestown,ND,58405,4,33.0,32966.0,19177.0,16429.0,83518.943439,0.615,1092.0,877.0,0.662,0.7275,Middle cost
764,200217,University of Mary,Bismarck,ND,58504,4,41.0,28472.0,16774.0,17873.0,84157.513541,0.779,1138.0,2169.0,0.7865,0.7815,Middle cost
765,200484,Trinity Bible College and Graduate School,Ellendale,ND,58436-7105,4,43.0,26735.0,17477.0,12793.0,51386.390977,0.9231,1041.0,176.0,0.6067,0.8295,Middle cost
766,200527,Turtle Mountain Community College,Belcourt,ND,58316,4,43.0,12755.0,6428.0,,14991.66954,,,506.0,0.6818,0.0296,Lower cost
767,200554,United Tribes Technical College,Bismarck,ND,58504,4,23.0,12565.0,3628.0,8500.0,15490.239782,,,399.0,0.66,0.0451,Lower cost
768,200785,Herzing University-Akron,Akron,OH,44306-3931,3,21.0,29195.0,22859.0,12233.0,26184.228503,1.0,,452.0,0.3461,0.427,Middle cost
769,200873,Allegheny Wesleyan College,Salem,OH,44460-9598,3,41.0,14048.0,8157.0,,31900.40625,,,63.0,0.7879,1.0,Lower cost
770,201061,Art Academy of Cincinnati,Cincinnati,OH,45202-1706,3,11.0,40498.0,26617.0,15000.0,61940.907801,0.3274,1059.0,191.0,0.605,0.7277,Middle cost
771,201104,Ashland University,Ashland,OH,44805,3,31.0,32757.0,20449.0,19183.0,37594.243181,0.6806,1132.0,3955.0,0.7752,0.6961,Middle cost
772,201177,Aultman College of Nursing and Health Sciences,Canton,OH,44710-1797,3,13.0,24170.0,19789.0,14713.0,45322.938525,0.7463,1085.0,329.0,0.7778,0.8906,Middle cost
773,201195,Baldwin Wallace University,Berea,OH,44017-2088,3,21.0,44783.0,22669.0,24845.0,72659.48098,0.7425,1175.0,3058.0,0.8043,0.7799,Middle cost
774,201371,Bluffton University,Bluffton,OH,45817-2104,3,32.0,45667.0,26087.0,20450.0,66891.805195,0.4202,1080.0,659.0,0.6325,0.7557,Middle cost
775,201548,Capital University,Columbus,OH,43209-2394,3,21.0,47062.0,21973.0,21500.0,74651.928371,0.7302,1162.0,2400.0,0.7809,0.7433,Middle cost
776,201645,Case Western Reserve University,Cleveland,OH,44106,3,11.0,67083.0,32938.0,21725.0,109857.69167,0.2925,1443.0,5131.0,0.9354,0.4714,Higher cost
777,201654,Cedarville University,Cedarville,OH,45314-0601,3,31.0,38915.0,21390.0,17750.0,86503.28084,0.7936,1246.0,3318.0,0.8518,0.8764,Middle cost
778,201751,Chatfield College,Saint Martin,OH,45118-9705,3,42.0,20439.0,11684.0,7770.0,15642.183673,,,142.0,,0.3239,Middle cost
779,201821,The Christ College of Nursing and Health Sciences,Cincinnati,OH,45219-2989,3,11.0,25511.0,19618.0,19500.0,56772.465324,0.6364,1079.0,896.0,0.7626,0.7991,Middle cost
780,201858,Cincinnati Christian University,Cincinnati,OH,45204-3200,3,11.0,31398.0,21962.0,9500.0,61944.667476,0.4158,991.0,592.0,0.5016,0.5456,Middle cost
781,201964,Ohio Christian University,Circleville,OH,43113-9487,3,32.0,33780.0,25623.0,16311.0,30108.050152,,,2737.0,0.6732,0.521,Middle cost
782,202046,Cleveland Institute of Art,Cleveland,OH,44106-1710,3,11.0,55965.0,32535.0,27000.0,67579.688525,0.7346,1129.0,658.0,0.8794,0.6748,Higher cost
783,202073,Cleveland Institute of Music,Cleveland,OH,44106-1776,3,11.0,66966.0,34581.0,19500.0,104656.20339,0.3671,,231.0,0.8974,0.2727,Higher cost
784,202170,Columbus College of Art and Design,Columbus,OH,43215,3,11.0,47127.0,21629.0,21500.0,71388.065306,0.8849,,1031.0,0.7834,0.6644,Middle cost
785,202480,University of Dayton,Dayton,OH,45469,3,12.0,57680.0,31187.0,21000.0,134620.54735,0.7154,1263.0,8508.0,0.9064,0.7898,Higher cost
786,202514,Defiance College,Defiance,OH,43512,3,32.0,45340.0,26086.0,16000.0,63223.077922,0.524,1013.0,520.0,0.5769,0.7212,Middle cost
787,202523,Denison University,Granville,OH,43023,3,23.0,64935.0,25177.0,20541.0,103916.88291,0.3391,1323.0,2368.0,0.9027,0.6284,Higher cost
788,202763,The University of Findlay,Findlay,OH,45840-3653,3,32.0,44544.0,23589.0,19500.0,76195.494163,0.7429,1165.0,2533.0,0.8058,0.7927,Middle cost
789,202806,Franklin University,Columbus,OH,43215-5399,3,11.0,24981.0,18684.0,14750.0,38486.876391,,,3177.0,0.3529,0.5911,Middle cost
790,202903,Gods Bible School and College,Cincinnati,OH,45202-6838,3,11.0,15529.0,9113.0,5500.0,40770.663636,0.4915,,231.0,0.9487,0.7922,Lower cost
791,202912,Good Samaritan College of Nursing and Health Science,Cincinnati,OH,45220-2489,3,11.0,20982.0,18614.0,17250.0,60151.267717,0.4444,1105.0,532.0,,0.812,Middle cost
792,203085,Heidelberg University,Tiffin,OH,44883-2462,3,32.0,42734.0,23299.0,20000.0,73856.408669,0.7308,1111.0,1044.0,0.673,0.8008,Middle cost
793,203128,Hiram College,Hiram,OH,44234-0067,3,31.0,46975.0,21099.0,19500.0,55561.529644,0.5761,1090.0,926.0,0.7328,0.608,Middle cost
794,203368,John Carroll University,University Heights,OH,44118-4538,3,21.0,54358.0,27855.0,23250.0,111359.96044,0.8325,1209.0,3013.0,0.8479,0.854,Middle cost
795,203535,Kenyon College,Gambier,OH,43022,3,32.0,69230.0,28961.0,16250.0,137787.54494,0.3583,1395.0,1719.0,0.9213,0.7027,Higher cost
796,203544,Kettering College,Kettering,OH,45429-1299,3,13.0,23138.0,18520.0,21500.0,56882.28754,0.2663,1125.0,610.0,0.7125,0.7984,Middle cost
797,203580,Lake Erie College,Painesville,OH,44077-3389,3,21.0,43169.0,19985.0,15000.0,67857.397778,0.65,1042.0,703.0,0.643,0.6714,Middle cost
798,203757,Lourdes University,Sylvania,OH,43560-2898,3,21.0,33106.0,17706.0,20000.0,63590.139098,0.8946,1069.0,1014.0,0.678,0.6893,Middle cost
799,203775,Malone University,Canton,OH,44709-3308,3,13.0,41887.0,18889.0,16230.0,67441.957938,0.6969,1110.0,1188.0,0.7112,0.7702,Middle cost
800,203845,Marietta College,Marietta,OH,45750,3,31.0,49170.0,19793.0,21500.0,81242.802299,0.6903,1137.0,985.0,0.7021,0.7269,Middle cost
801,203960,Mercy College of Ohio,Toledo,OH,43604-1132,3,11.0,25733.0,23736.0,15770.0,51627.539576,0.556,,1461.0,0.8444,0.7796,Middle cost
802,204176,Mount Carmel College of Nursing,Columbus,OH,43222-1504,3,11.0,22014.0,18336.0,21500.0,70392.266821,0.7818,1070.0,873.0,0.6552,0.8018,Middle cost
803,204185,University of Mount Union,Alliance,OH,44601-3993,3,31.0,41620.0,22302.0,20000.0,81813.485053,0.9641,1132.0,2155.0,0.76,0.7485,Middle cost
804,204194,Mount Vernon Nazarene University,Mount Vernon,OH,43050-9500,3,32.0,40379.0,20503.0,18750.0,63027.947906,0.7575,1130.0,1671.0,0.7925,0.8618,Middle cost
805,204200,Mount Saint Joseph University,Cincinnati,OH,45233-1670,3,21.0,37036.0,18270.0,19500.0,63880.434302,0.6032,1122.0,1185.0,0.7201,0.7907,Middle cost
806,204264,Muskingum University,New Concord,OH,43762,3,32.0,40533.0,18153.0,17078.0,59475.918343,0.7218,1102.0,1544.0,0.755,0.7973,Middle cost
807,204468,Notre Dame College,Cleveland,OH,44121-4293,3,21.0,42206.0,21651.0,15250.0,59797.111579,0.8965,994.0,1340.0,0.6378,0.5306,Middle cost
808,204486,University of Northwestern Ohio,Lima,OH,45805,3,23.0,22938.0,19034.0,13167.0,55241.773415,,,3342.0,0.5971,0.6649,Middle cost
809,204501,Oberlin College,Oberlin,OH,44074,3,31.0,71330.0,35555.0,19500.0,130188.352,0.3621,1383.0,2785.0,0.9051,0.6187,Higher cost
810,204617,Ohio Dominican University,Columbus,OH,43219,3,11.0,42156.0,19397.0,17171.0,67619.209607,0.7535,1096.0,1080.0,0.6352,0.5269,Middle cost
811,204635,Ohio Northern University,Ada,OH,45810-1599,3,31.0,46118.0,22854.0,22500.0,85345.829167,0.683,1202.0,2144.0,0.832,0.7854,Middle cost
812,204893,Trinity Health System School of Nursing,Steubenville,OH,43952-3512,3,13.0,12392.0,8667.0,13575.0,56493.532468,1.0,,85.0,,0.9176,Lower cost
813,204909,Ohio Wesleyan University,Delaware,OH,43015-2370,3,21.0,59709.0,25390.0,19875.0,85680.698709,0.6899,,1554.0,0.7741,0.6795,Higher cost
814,204936,Otterbein University,Westerville,OH,43081,3,21.0,44497.0,23863.0,21250.0,83189.318015,0.8102,1191.0,2361.0,0.8126,0.767,Middle cost
815,205027,Pontifical College Josephinum,Columbus,OH,43235-1499,3,11.0,39742.0,37217.0,,58239.05,0.8333,,90.0,0.8813,0.7444,Middle cost
816,205124,Rabbinical College Telshe,Wickliffe,OH,44092,3,21.0,17900.0,5896.0,,36688.954545,0.84,,38.0,0.7778,1.0,Lower cost
817,205203,University of Rio Grande,Rio Grande,OH,45674,3,42.0,39480.0,35675.0,11000.0,40761.137818,,,826.0,0.4969,0.7482,Middle cost
818,205957,Franciscan University of Steubenville,Steubenville,OH,43952-1763,3,13.0,37257.0,23964.0,19500.0,103566.3867,0.771,1195.0,2117.0,0.8669,0.8054,Middle cost
819,206048,Tiffin University,Tiffin,OH,44883,3,32.0,37030.0,20923.0,16637.0,58510.419952,0.6922,,1995.0,0.6584,0.3388,Middle cost
820,206279,Union Institute & University,Cincinnati,OH,45206-1925,3,11.0,26820.0,22360.0,15750.0,59329.055844,,,657.0,0.625,0.3973,Middle cost
821,206330,Urbana University,Urbana,OH,43078-2091,3,31.0,37118.0,21413.0,,57244.026316,0.9942,1106.0,424.0,0.6013,0.5448,Middle cost
822,206349,Ursuline College,Pepper Pike,OH,44124,3,21.0,43052.0,17464.0,20604.0,54601.997333,0.9034,1102.0,621.0,0.7065,0.6119,Middle cost
823,206437,Walsh University,North Canton,OH,44720-3396,3,21.0,41383.0,19307.0,22184.0,72380.739796,0.778,1128.0,1826.0,0.758,0.5953,Middle cost
824,206491,Wilberforce University,Wilberforce,OH,45384-1001,3,41.0,23450.0,13637.0,9500.0,22838.673179,0.6737,862.0,643.0,0.386,0.0078,Middle cost
825,206507,Wilmington College,Wilmington,OH,45177,3,32.0,37098.0,20681.0,15608.0,66768.78125,0.8459,1060.0,1253.0,0.6943,0.7638,Middle cost
826,206525,Wittenberg University,Springfield,OH,45504,3,13.0,50692.0,23431.0,18985.0,81681.576596,0.7373,,1701.0,0.7079,0.7743,Middle cost
827,206589,The College of Wooster,Wooster,OH,44691,3,32.0,61900.0,24806.0,21293.0,107064.69672,0.5418,1275.0,2001.0,0.8605,0.6342,Higher cost
828,206622,Xavier University,Cincinnati,OH,45207-1092,3,11.0,52380.0,31305.0,20000.0,114329.59628,0.7379,1198.0,4955.0,0.8414,0.7623,Middle cost
829,206817,Bacone College,Muskogee,OK,74403-1597,6,32.0,32800.0,20689.0,11000.0,33762.645314,0.1524,914.0,271.0,0.2791,0.1697,Middle cost
830,206835,Oklahoma Wesleyan University,Bartlesville,OK,74006-6299,6,32.0,38892.0,26279.0,15000.0,64856.108108,0.6773,964.0,905.0,0.4893,0.6243,Middle cost
831,206862,Southern Nazarene University,Bethany,OK,73008,6,21.0,36888.0,17644.0,18298.0,58191.509927,,,1563.0,0.736,0.5758,Middle cost
832,207157,Randall University,Moore,OK,73160,6,21.0,24834.0,16852.0,8332.0,44136.323529,0.505,1034.0,290.0,0.4318,0.4724,Middle cost
833,207324,Oklahoma Christian University,Edmond,OK,73013,6,11.0,34418.0,19791.0,16656.0,83924.603878,0.6476,1165.0,1813.0,0.7637,0.7347,Middle cost
834,207403,Oklahoma Baptist University,Shawnee,OK,74804,6,32.0,39383.0,18173.0,12000.0,61922.18797,0.6431,1138.0,1808.0,0.6908,0.6792,Middle cost
835,207458,Oklahoma City University,Oklahoma City,OK,73106-1402,6,11.0,44858.0,25024.0,17750.0,83537.726027,0.7618,1230.0,1691.0,0.8125,0.6192,Middle cost
836,207582,Oral Roberts University,Tulsa,OK,74171,6,11.0,40935.0,21557.0,17996.0,57464.421958,0.805,1120.0,3159.0,0.8212,0.4647,Middle cost
837,207856,Southwestern Christian University,Bethany,OK,73008,6,21.0,21623.0,12604.0,14494.0,45147.949561,0.8014,997.0,556.0,0.4256,0.3957,Middle cost
838,207971,University of Tulsa,Tulsa,OK,74104-3189,6,11.0,56906.0,22817.0,16764.0,81662.272844,0.4077,1321.0,3246.0,0.8767,0.5576,Higher cost
839,208488,Concordia University-Portland,Portland,OR,97211-6099,8,11.0,41130.0,19870.0,12500.0,58003.331063,0.6031,1074.0,1468.0,0.6899,0.6185,Middle cost
840,208725,New Hope Christian College-Eugene,Eugene,OR,97405,8,12.0,24185.0,14675.0,9500.0,36990.220339,1.0,,92.0,0.5667,0.4565,Middle cost
841,208822,George Fox University,Newberg,OR,97132,8,31.0,48211.0,29119.0,19500.0,81145.502754,0.8231,1148.0,2669.0,0.8237,0.6943,Middle cost
842,209056,Lewis & Clark College,Portland,OR,97219-7899,8,11.0,63999.0,35919.0,18500.0,107806.97466,0.7376,,2011.0,0.8206,0.63,Higher cost
843,209065,Linfield College-McMinnville Campus,McMinnville,OR,97128-6894,8,32.0,56084.0,27369.0,23708.0,77216.287188,0.8104,1117.0,1343.0,0.8025,0.5964,Higher cost
844,209241,Mount Angel Seminary,Saint Benedict,OR,97373-0505,8,31.0,36622.0,25952.0,,,1.0,,40.0,0.8636,0.25,Middle cost
